release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2018-07-17,0,0,3.99,10,0,1,Single-player,0-20000,Summer,Positive
2018-08-03,0,0,1.69,7,0,1,Single-player,0-20000,Summer,Positive
2018-06-15,17,0,2.09,7,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2019-02-22,17,0,11.39,4,0,1,Online Multi-Player;Steam Achievements,0-20000,Winter,Very Positive
2019-01-25,0,0,8.29,12,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Winter,Negative
2018-06-11,0,0,0.79,12,0,1,Single-player,0-20000,Summer,Positive
2018-06-21,12,0,2.09,11,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2019-04-18,21,0,19.49,9,0,1,Single-player;Steam Achievements,0-20000,Spring,Very Positive
2018-06-28,0,0,2.09,18,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-25,0,0,0.79,7,0,1,Single-player,0-20000,Summer,Negative
2018-06-09,0,0,1.69,7,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2018-07-19,15,0,4.79,29,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-10-31,0,0,3.99,4,0,1,Single-player,0-20000,Fall,Very Positive
2018-12-21,0,0,3.99,2,0,1,Online Multi-Player,0-20000,Winter,Very Positive
2018-12-20,21,0,5.79,3,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Winter,Very Positive
2018-08-10,16,0,7.19,16,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Negative
2018-07-05,40,0,2.09,4,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Positive
2018-06-13,0,0,4.79,13,0,1,Single-player,0-20000,Summer,Very Positive
2018-10-19,0,0,15.49,10,0,1,Single-player;Steam Cloud,0-20000,Fall,Very Positive
2018-07-17,20,0,11.39,4,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-16,13,0,0.99,10,0,1,Single-player,20000-50000,Summer,Very Positive
2018-06-13,11,0,0.85,1,0,1,Single-player;Steam Achievements;Commentary available,0-20000,Summer,Very Positive
2018-06-18,8,0,3.19,16,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Positive
2018-12-07,28,0,11.39,6,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Positive
2018-08-24,46,0,3.99,1,0,1,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,0-20000,Summer,Very Negative
2019-01-22,45,0,1.99,2,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Winter,Negative
2018-06-13,40,0,0.79,12,0,0,Single-player,0-20000,Summer,Positive
2019-04-18,0,0,13.99,2,0,1,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support;In-App Purchases,0-20000,Spring,Negative
2018-06-05,11,101,0.0,1690,58,1,Single-player;Steam Achievements,200000-500000,Summer,Very Positive
2018-06-11,34,0,0.79,13,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-06-06,19,0,1.69,114,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2019-01-09,6,0,1.1,4,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Positive
2018-09-08,2,0,8.29,25,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2018-06-15,0,0,0.79,2,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Stats,0-20000,Summer,Very Positive
2018-06-20,0,0,0.79,7,0,1,Single-player,0-20000,Summer,Negative
2018-07-14,10,0,0.79,10,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,0-20000,Summer,Negative
2018-06-15,0,0,0.79,1,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-12,12,0,1.69,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-27,6,0,0.79,1,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-08,0,0,0.79,62,0,1,Single-player,0-20000,Summer,Negative
2018-06-15,2043,0,0.79,37,0,1,Single-player;Steam Achievements;Stats;Steam Leaderboards,0-20000,Summer,Very Positive
2018-06-21,0,0,13.99,6,0,1,Single-player,0-20000,Summer,Positive
2018-10-26,1,0,3.99,3,0,1,Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Negative
2018-06-27,11,0,2.89,48,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2018-06-14,3,0,0.79,18,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-16,9,0,1.69,7,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Very Positive
2018-06-16,10,0,2.09,1,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Very Negative
2018-08-17,0,0,4.79,20,0,1,Single-player,0-20000,Summer,Negative
2018-06-17,29,0,1.69,21,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Positive
2018-06-25,8,0,6.19,4,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-11-08,0,0,11.39,373,0,1,Single-player;Steam Cloud,0-20000,Fall,Very Positive
2018-07-09,5,0,5.19,8,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen,0-20000,Summer,Very Positive
2018-07-19,0,178,4.79,185,178,1,Single-player,20000-50000,Summer,Positive
2018-06-18,0,0,2.09,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-20,0,0,4.79,17,0,1,Single-player;Full controller support,0-20000,Summer,Negative
2018-06-15,0,0,3.99,2,0,1,Single-player,0-20000,Summer,Very Positive
2018-11-30,0,0,19.99,26,0,1,Single-player,0-20000,Fall,Positive
2018-08-29,0,0,1.69,5,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,0-20000,Summer,Negative
2018-06-19,8,0,1.99,4,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Very Positive
2018-07-31,64,0,2.09,7,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,0-20000,Summer,Very Negative
2018-07-30,42,0,4.79,5,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2019-03-07,93,0,7.19,18,0,1,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements,0-20000,Spring,Very Positive
2019-02-11,8,0,7.19,28,0,1,Single-player;Steam Achievements;Stats;Steam Leaderboards,0-20000,Winter,Very Positive
2018-09-21,12,0,2.09,6,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Fall,Positive
2018-06-20,3,0,1.69,7,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-15,6,0,0.0,17,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-08-09,0,0,0.0,35,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-13,2021,0,0.79,19,0,1,Single-player,0-20000,Summer,Negative
2018-07-02,0,0,0.0,44,0,1,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer,0-20000,Summer,Very Positive
2018-12-03,16,0,6.19,10,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Winter,Negative
2018-11-13,0,0,3.99,1,0,1,Single-player,0-20000,Fall,Very Positive
2018-06-08,8,0,1.69,13,0,1,Single-player,0-20000,Summer,Very Positive
2018-11-29,41,0,30.99,193,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Positive
2018-08-08,0,0,5.79,11,0,1,Single-player,0-20000,Summer,Positive
2018-06-15,0,0,0.0,11,0,1,Single-player,0-20000,Summer,Negative
2018-07-26,20,0,11.39,33,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2018-10-14,0,0,3.99,4,0,1,Single-player,0-20000,Fall,Very Positive
2018-07-09,10,0,1.69,6,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Negative
2019-01-31,16,0,11.39,8,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Winter,Positive
2018-06-15,4,0,4.79,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-18,0,0,6.99,8,0,1,Single-player;Full controller support,0-20000,Summer,Very Positive
2019-01-31,35,0,11.39,185,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,0-20000,Winter,Very Positive
2018-07-27,0,0,3.19,2,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-25,0,0,1.99,7,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-15,0,0,1.99,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-12,26,0,3.99,11,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-07-31,0,0,0.0,37,0,1,Single-player;In-App Purchases,0-20000,Summer,Negative
2018-07-23,8,0,2.09,89,0,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2018-06-19,0,0,7.49,3,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Full controller support,0-20000,Summer,Very Positive
2018-08-01,0,0,0.79,2,0,1,Single-player,0-20000,Summer,Very Positive
2018-11-07,0,0,0.0,6,0,1,Single-player,0-20000,Fall,Negative
2018-06-28,0,0,1.69,1,0,1,Single-player;Co-op;Local Co-op;Shared/Split Screen,0-20000,Summer,Very Positive
2018-09-06,21,0,9.99,5,0,1,Single-player;Steam Achievements;Steam Cloud;Stats,0-20000,Fall,Negative
2018-06-27,0,80,0.0,8152,128,1,Single-player,500000-1000000,Summer,Very Positive
2019-04-23,6,0,15.49,40,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Spring,Very Negative
2018-10-05,8,0,5.79,24,0,1,Single-player;Steam Achievements,0-20000,Fall,Positive
2018-10-26,51,0,5.99,3,0,1,Single-player;Multi-player;Co-op;Steam Achievements;Stats,0-20000,Fall,Negative
2018-06-21,7,0,0.79,22,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Positive
2018-09-09,44,0,3.99,10,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2018-08-09,0,0,13.49,236,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Stats,0-20000,Summer,Very Positive
2018-07-03,0,0,0.79,179,0,1,Single-player,0-20000,Summer,Very Positive
2018-10-18,16,0,5.79,483,0,1,Single-player;Multi-player;MMO;Steam Trading Cards,50000-100000,Fall,Positive
2018-06-23,0,0,0.79,6,0,1,Single-player,0-20000,Summer,Very Negative
2019-04-12,30,0,7.19,14,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,0-20000,Spring,Very Positive
2018-11-20,0,0,7.19,6,0,1,Single-player,0-20000,Fall,Positive
2018-06-21,24,0,0.79,132,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-07-26,13,0,11.4,9,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,0-20000,Summer,Very Positive
2018-07-31,0,0,7.19,1,0,1,Single-player,0-20000,Summer,Very Negative
2018-10-18,0,0,4.79,1,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Positive
2018-07-08,10,0,0.0,181,0,1,Single-player;Steam Achievements,20000-50000,Summer,Very Positive
2018-06-12,37,0,0.79,6,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-09-12,20,0,7.19,2,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Negative
2019-02-11,17,0,11.39,27,0,1,Single-player;Steam Achievements;Includes level editor,0-20000,Winter,Negative
2018-06-28,0,0,0.79,5,0,1,Single-player,0-20000,Summer,Positive
2018-08-06,7,0,4.79,18,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-06-22,0,0,5.49,8,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Very Negative
2018-06-26,0,0,0.0,12,0,1,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,0-20000,Summer,Very Positive
2019-02-08,38,0,11.39,17,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Positive
2019-04-04,10,0,4.79,7,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Spring,Positive
2018-10-03,0,0,3.99,4,0,1,Single-player,0-20000,Fall,Very Positive
2018-07-02,21,0,2.09,27,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-06-25,0,0,0.79,2,0,0,Single-player,0-20000,Summer,Very Positive
2018-06-22,0,0,0.0,35,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-15,26,0,8.99,50,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,0-20000,Summer,Positive
2019-01-04,12,0,7.49,1,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Winter,Very Positive
2018-07-03,0,0,0.0,24,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-06-14,16,0,2.09,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-11-02,77,4453,37.99,3967,3865,1,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,200000-500000,Fall,Positive
2018-11-01,102,0,21.99,104,0,1,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,20000-50000,Fall,Negative
2018-09-03,0,0,0.0,72,0,1,Single-player;Full controller support,0-20000,Fall,Very Positive
2018-07-06,6,0,3.99,21,0,1,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,0-20000,Summer,Very Positive
2018-06-14,0,0,0.79,1,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-10,16,0,11.39,2,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,0-20000,Summer,Negative
2018-06-16,22,0,3.99,30,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-08-10,28,0,3.99,4,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Positive
2018-09-05,0,0,5.99,519,0,1,Single-player,0-20000,Fall,Very Positive
2018-07-13,6,0,1.69,4,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Very Negative
2018-06-19,14,0,0.79,536,0,0,Single-player;Steam Achievements,20000-50000,Summer,Positive
2018-06-15,11,0,0.79,195,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Very Positive
2018-06-12,15,0,2.09,12,0,1,Single-player;Steam Achievements;Full controller support;Stats,0-20000,Summer,Negative
2019-04-02,0,0,0.79,234,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Spring,Negative
2018-06-24,0,0,0.0,107,0,1,Single-player;Captions available,20000-50000,Summer,Very Positive
2018-07-20,3000,39,0.79,673,32,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Summer,Very Positive
2018-06-18,0,0,0.0,13,0,1,Single-player,0-20000,Summer,Negative
2018-06-15,11,0,0.99,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-10-29,0,384,23.79,163,384,0,Single-player;Steam Trading Cards,0-20000,Fall,Very Positive
2018-06-12,0,0,2.09,3,0,1,Single-player;Local Multi-Player,0-20000,Summer,Very Negative
2018-07-10,0,0,4.49,3,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-25,0,0,0.0,6,0,0,Single-player;Full controller support,20000-50000,Summer,Negative
2018-07-17,0,0,1.69,8,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-24,0,0,1.69,14,0,1,Single-player,0-20000,Summer,Very Positive
2018-10-12,7,0,3.99,86,0,0,Single-player,0-20000,Fall,Very Positive
2018-06-12,19,0,3.99,6,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-09-28,11,0,3.99,5,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Very Positive
2018-06-20,26,0,0.79,40,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-18,9,0,0.79,25,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-13,0,0,1.69,2,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-20,0,0,11.39,1,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op,0-20000,Summer,Very Negative
2018-06-19,19,0,1.69,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-06-18,100,0,1.69,7,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Positive
2018-11-06,0,0,0.0,16,0,1,Online Multi-Player,0-20000,Fall,Negative
2018-07-18,0,0,2.09,36,0,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Positive
2018-11-14,10,0,4.79,4,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Very Negative
2018-07-13,0,0,16.99,3,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,0-20000,Summer,Very Positive
2019-03-26,0,0,19.49,7,0,1,Single-player,0-20000,Spring,Very Positive
2019-01-04,23,0,11.39,6,0,1,Single-player;Steam Achievements,0-20000,Winter,Positive
2018-11-28,0,0,0.0,40,0,1,Single-player;In-App Purchases,20000-50000,Fall,Very Negative
2018-06-15,41,0,0.79,31,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;In-App Purchases;Steam Cloud;Steam Leaderboards,0-20000,Summer,Negative
2018-07-09,0,0,0.0,50,0,1,Single-player;Online Multi-Player;In-App Purchases,20000-50000,Summer,Negative
2018-06-25,0,0,5.79,2,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-26,5,3,5.19,16,3,1,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Steam Cloud;Steam Turn Notifications,0-20000,Summer,Negative
2018-06-18,200,0,0.79,23,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-12-21,18,0,11.39,5,0,1,Single-player;Steam Achievements,0-20000,Winter,Positive
2018-07-23,16,0,0.0,209,0,1,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,50000-100000,Summer,Negative
2018-07-30,14,0,1.69,3,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-20,0,0,3.99,3,0,1,Single-player,0-20000,Summer,Negative
2018-06-21,144,0,1.69,27,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-06-21,150,0,0.79,9,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements,0-20000,Summer,Negative
2018-06-22,0,0,7.19,3,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-25,12,0,3.99,14,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-08-16,20,0,1.69,18,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,0-20000,Summer,Negative
2018-08-06,0,178,0.0,1935,129,1,Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases,200000-500000,Summer,Negative
2018-09-28,0,0,1.69,3,0,1,Single-player,0-20000,Fall,Negative
2018-06-26,0,0,7.19,16,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2018-07-06,7,0,1.69,15,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-08-09,0,0,5.19,31,0,1,Single-player,0-20000,Summer,Positive
2018-06-20,153,0,1.69,18,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-06-13,4987,0,0.0,103,0,1,Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards,0-20000,Summer,Positive
2018-10-04,31,0,19.99,75,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Positive
2018-07-16,0,0,2.0,5,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-15,308,0,0.0,316,0,1,Single-player;Steam Achievements;Steam Cloud,20000-50000,Summer,Negative
2018-06-19,0,0,0.0,11,0,1,Single-player;Partial Controller Support;Steam Leaderboards,0-20000,Summer,Positive
2018-07-03,0,0,1.69,30,0,1,Single-player,0-20000,Summer,Negative
2018-08-30,0,0,0.0,10,0,1,Single-player;Captions available,0-20000,Summer,Very Positive
2018-07-24,1,0,1.69,14,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-15,0,0,0.79,4,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2018-06-22,0,0,0.79,3,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2018-06-21,0,0,1.69,23,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2018-06-28,0,0,0.79,8,0,1,Single-player,0-20000,Summer,Very Negative
2019-02-22,0,0,0.0,15,0,1,Full controller support,0-20000,Winter,Negative
2018-06-30,0,0,0.0,11,0,1,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,0-20000,Summer,Negative
2018-07-25,12,0,5.19,11,0,1,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards,0-20000,Summer,Negative
2018-09-17,51,0,10.29,9,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Very Positive
2018-07-10,19,0,3.99,17,0,1,Single-player;Steam Achievements;Steam Cloud;Includes level editor,0-20000,Summer,Very Positive
2018-09-03,21,0,1.69,46,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2018-06-20,11,0,2.89,8,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-27,10,0,5.19,34,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-26,0,0,10.29,8,0,1,Single-player;Full controller support;Steam Leaderboards,0-20000,Summer,Very Positive
2018-07-06,0,0,0.0,32,0,0,Single-player;Full controller support,0-20000,Summer,Very Positive
2018-11-30,0,0,7.19,1,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Negative
2018-07-19,27,0,4.79,7,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,0-20000,Summer,Very Positive
2018-06-17,0,0,3.99,8,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-19,0,0,0.79,35,0,1,Single-player,0-20000,Summer,Negative
2018-07-14,0,0,1.69,36,0,1,Single-player,0-20000,Summer,Negative
2018-09-27,0,0,0.0,34,0,1,Single-player;Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer,20000-50000,Fall,Positive
2018-06-18,0,0,1.69,3,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2018-06-20,0,0,2.09,5,0,1,Single-player,0-20000,Summer,Positive
2018-06-15,29,0,1.69,6,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Positive
2018-10-12,6,0,5.79,15,0,1,Single-player;Full controller support,0-20000,Fall,Very Positive
2018-07-16,0,0,3.99,13,0,1,Single-player,0-20000,Summer,Positive
2018-07-14,0,0,2.09,13,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-22,0,0,0.79,7,0,0,Single-player,0-20000,Summer,Negative
2018-12-20,12,0,5.79,6,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Positive
2018-08-02,0,0,0.79,6,0,1,Single-player,0-20000,Summer,Positive
2018-07-01,0,0,0.0,6,0,1,Single-player,0-20000,Summer,Positive
2018-08-15,0,0,0.0,219,0,1,Single-player,50000-100000,Summer,Positive
2018-07-16,0,0,15.49,114,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,0-20000,Summer,Very Positive
2018-06-22,0,0,0.79,1,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Summer,Very Positive
2018-06-23,0,0,0.79,1,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Summer,Very Positive
2019-03-22,15,0,3.99,8,0,1,Single-player;Steam Achievements;Full controller support;Steam Workshop;Includes level editor,0-20000,Spring,Very Positive
2018-09-11,12,0,1.69,44,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2018-06-28,0,0,6.19,3,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2019-01-23,20,0,10.29,111,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Winter,Very Positive
2018-08-30,0,0,3.99,3,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-17,0,0,0.0,19,0,1,Single-player,20000-50000,Summer,Negative
2018-07-17,0,0,7.19,11,0,1,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer,0-20000,Summer,Positive
2018-07-04,8,0,1.69,9,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Negative
2018-11-14,0,0,0.0,329,0,1,Online Multi-Player;MMO;Online Co-op,20000-50000,Fall,Very Positive
2018-07-02,0,0,13.49,2,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2018-06-28,11,0,2.89,8,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-20,14,0,0.79,37,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-05,0,0,1.99,2,0,1,Single-player,0-20000,Summer,Very Positive
2019-03-01,32,0,10.9,73,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Spring,Positive
2018-06-30,0,0,1.69,6,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-25,0,0,2.89,14,0,1,Single-player,0-20000,Summer,Negative
2018-06-25,7,0,3.99,47,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-09-20,17,0,7.19,12,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Fall,Very Positive
2018-08-07,0,686,0.0,340,686,1,Multi-player;Online Multi-Player;MMO;In-App Purchases,100000-200000,Summer,Negative
2018-08-30,0,0,0.0,12,0,1,Single-player,0-20000,Summer,Positive
2018-06-20,19,0,0.79,49,0,1,Single-player;Online Co-op;Steam Achievements,0-20000,Summer,Negative
2018-07-20,12,0,2.09,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-10,0,0,0.0,81,0,1,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases,20000-50000,Summer,Negative
2018-06-22,25,0,3.99,2,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Very Positive
2018-07-17,0,0,3.99,2,0,1,Single-player,0-20000,Summer,Negative
2018-06-29,0,0,0.79,1,0,1,Single-player,0-20000,Summer,Very Positive
2018-08-08,66,0,7.19,182,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,0-20000,Summer,Very Positive
2018-09-06,26,0,2.09,2,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Negative
2018-06-29,126,0,6.99,5,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Very Positive
2018-08-16,21,0,0.79,90,0,0,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-06-20,0,0,2.89,4,0,1,Single-player,0-20000,Summer,Very Negative
