release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2014-01-28,0,0,4.99,229,0,1,Single-player;Shared/Split Screen;Full controller support;Partial Controller Support,20000-50000,Winter,Positive
2016-06-01,8,0,14.99,691,0,1,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Cloud,50000-100000,Summer,Very Positive
2018-12-05,25,0,15.49,495,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,20000-50000,Winter,Positive
2014-01-29,57,550,6.99,18952,803,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,1000000-2000000,Winter,Positive
2014-01-31,0,0,6.99,308,0,1,Single-player;Shared/Split Screen;Partial Controller Support,50000-100000,Winter,Positive
2014-06-17,0,732,9.99,541,732,1,Single-player;Steam Trading Cards,100000-200000,Summer,Very Positive
2014-02-07,19,291,2.09,1039,291,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor,50000-100000,Winter,Very Positive
2014-02-24,0,26,10.99,547,26,1,Single-player,0-20000,Winter,Negative
2016-08-08,19,435,6.99,690,435,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,50000-100000,Summer,Negative
2014-05-12,0,192,3.99,471,192,1,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,100000-200000,Spring,Very Positive
2014-03-24,0,0,6.99,147,0,1,Single-player;Full controller support;VR Support;Steam Cloud,0-20000,Spring,Negative
2014-02-07,10,191,3.99,381,180,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,50000-100000,Winter,Negative
2014-01-31,15,0,4.79,36,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support,50000-100000,Winter,Very Negative
2014-02-13,0,0,29.99,331,0,1,Single-player;Steam Cloud,0-20000,Winter,Negative
2014-04-01,22,404,5.59,1391,354,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,100000-200000,Spring,Very Positive
2014-11-19,40,0,4.99,84,0,1,Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,0-20000,Fall,Negative
2014-02-13,0,20,11.39,95,20,1,Single-player,20000-50000,Winter,Positive
2014-09-09,0,0,3.49,181,0,1,Single-player,20000-50000,Fall,Negative
2014-01-28,0,0,6.99,204,0,1,Single-player,20000-50000,Winter,Negative
2015-07-15,22,0,3.99,40,0,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,0-20000,Summer,Negative
2015-05-07,32,0,14.99,1959,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,200000-500000,Spring,Very Positive
2015-05-26,78,0,6.99,1395,0,1,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,200000-500000,Spring,Positive
2015-08-20,80,0,9.29,256,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,20000-50000,Summer,Positive
2016-07-12,28,496,18.99,903,466,1,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,200000-500000,Summer,Positive
2014-08-19,24,0,22.99,1013,0,1,Single-player;Multi-player;Partial Controller Support;Includes level editor,20000-50000,Summer,Negative
2015-07-13,28,4564,10.99,3896,2343,1,Single-player;Online Multi-Player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,100000-200000,Summer,Very Positive
2014-05-15,42,180,10.99,3215,148,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,200000-500000,Spring,Positive
2014-03-27,0,76,1.59,359,76,1,Single-player;Partial Controller Support,20000-50000,Spring,Positive
2014-07-21,12,54,5.79,427,54,1,Single-player;Steam Achievements;Steam Trading Cards,50000-100000,Summer,Negative
2017-03-30,0,44169,54.99,2476,44169,1,Single-player;Local Multi-Player;Partial Controller Support;Includes level editor,100000-200000,Spring,Positive
2015-10-29,52,0,6.99,94,0,1,Single-player,20000-50000,Fall,Negative
2014-10-21,35,374,6.99,307,374,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor;Commentary available,0-20000,Fall,Very Positive
2016-08-03,0,0,4.79,26,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,0-20000,Summer,Negative
2014-03-25,25,0,3.99,593,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,50000-100000,Spring,Positive
2016-08-17,10,0,6.99,52,0,1,Single-player;Partial Controller Support,0-20000,Summer,Positive
2014-02-13,0,237,2.99,771,206,1,Single-player;Steam Trading Cards,100000-200000,Winter,Very Negative
2015-12-10,35,0,1.99,452,0,1,Single-player;Steam Achievements;Partial Controller Support,20000-50000,Winter,Negative
2016-04-05,18,0,14.99,1365,0,1,Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud,50000-100000,Spring,Very Positive
2015-04-02,45,135,10.99,5999,97,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,200000-500000,Spring,Very Positive
2014-08-11,0,18,0.0,3800,18,1,Single-player;Full controller support,200000-500000,Summer,Negative
2014-10-13,22,0,6.99,168,0,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Fall,Negative
2016-05-20,8,40,6.99,4479,40,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,100000-200000,Spring,Very Positive
2015-11-06,24,0,14.99,81,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2016-08-05,26,338,8.99,499,338,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,20000-50000,Summer,Negative
2014-03-11,0,0,0.79,357,0,1,Single-player;Steam Trading Cards;Captions available,20000-50000,Spring,Positive
2014-03-17,21,135,3.99,84,135,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,20000-50000,Spring,Very Negative
2016-04-15,18,0,1.99,54,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,0-20000,Spring,Negative
2014-03-10,0,0,44.99,21,0,1,Single-player;Full controller support,0-20000,Spring,Very Negative
2015-02-19,76,406,6.99,3414,303,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards,200000-500000,Winter,Very Positive
2014-10-30,31,52,3.99,231,52,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,50000-100000,Fall,Positive
2014-06-05,24,0,1.69,54,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Positive
2014-03-28,18,223,0.0,11429,192,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,2000000-5000000,Spring,Very Positive
2014-06-10,16,177,0.79,1469,151,1,Single-player;Steam Achievements;Steam Trading Cards,200000-500000,Summer,Positive
2014-07-07,0,0,3.99,77,0,1,Single-player;Full controller support,0-20000,Summer,Negative
2019-01-30,44,0,11.39,59,0,1,Single-player,0-20000,Winter,Very Positive
2014-06-06,25,58,3.99,1055,58,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,50000-100000,Summer,Positive
2014-01-10,0,0,2.49,32,0,1,Single-player;Steam Trading Cards,20000-50000,Winter,Positive
2014-01-10,0,0,2.49,39,0,1,Single-player;Steam Trading Cards,20000-50000,Winter,Positive
2014-02-13,0,19,3.99,147,19,1,Single-player;Multi-player,100000-200000,Winter,Negative
2014-02-13,0,0,3.99,236,0,1,Single-player;Multi-player,100000-200000,Winter,Positive
2015-03-27,8,246,1.99,170,246,1,Single-player;Steam Achievements;Steam Trading Cards,100000-200000,Spring,Negative
2014-11-10,0,0,27.0,53,0,1,Single-player;Multi-player,0-20000,Fall,Negative
2014-01-24,0,176,4.99,4076,128,1,Single-player,500000-1000000,Winter,Positive
2016-02-02,43,1694,14.99,27412,2086,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,1000000-2000000,Winter,Very Positive
2015-07-16,15,0,10.99,633,0,1,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,50000-100000,Summer,Negative
2014-01-31,18,0,6.19,278,0,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,20000-50000,Winter,Positive
2016-04-28,256,255,0.0,3776,237,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor,500000-1000000,Spring,Positive
2015-08-14,9,0,6.99,455,0,1,Single-player;Steam Achievements;Steam Cloud,50000-100000,Summer,Positive
2014-09-05,12,0,6.99,242,0,1,Single-player,100000-200000,Fall,Negative
2014-01-31,0,7,1.99,1099,7,1,Single-player,200000-500000,Winter,Very Negative
2014-01-30,22,275,3.99,265,243,1,Single-player;Steam Achievements;Steam Trading Cards,100000-200000,Winter,Positive
2014-04-17,23,100,7.19,1733,96,1,Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,200000-500000,Spring,Positive
2015-04-13,77,4834,24.99,468369,9837,1,Single-player;Multi-player;Steam Achievements;Full controller support,10000000-20000000,Spring,Positive
2014-02-20,38,273,1.69,462,258,1,Single-player;Steam Achievements;Steam Trading Cards;Stats,200000-500000,Winter,Very Negative
2014-03-05,30,150,1.59,685,150,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,50000-100000,Spring,Very Positive
2014-07-14,13,231,9.99,330,231,1,Single-player;Steam Achievements;Steam Trading Cards,50000-100000,Summer,Negative
2015-12-21,0,141,13.99,257,141,1,Single-player;Multi-player;Co-op;Steam Trading Cards;Steam Cloud,50000-100000,Winter,Positive
2014-02-14,8,1081,3.99,825,633,1,Single-player;Steam Achievements;Steam Trading Cards,100000-200000,Winter,Very Positive
2014-02-05,0,260,3.99,786,222,1,Single-player;Steam Trading Cards,200000-500000,Winter,Negative
2014-02-19,6,0,1.99,1372,0,1,Single-player;Steam Achievements,100000-200000,Winter,Very Positive
2016-04-28,0,6,0.0,332,6,1,Single-player;Steam Workshop;Steam Cloud,200000-500000,Spring,Very Positive
2016-02-18,23,529,6.99,171,529,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,20000-50000,Winter,Very Positive
2015-02-02,0,0,6.99,45,0,1,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,0-20000,Winter,Very Positive
2014-02-07,1,0,6.99,95,0,1,Single-player;Steam Achievements,50000-100000,Winter,Negative
2014-01-23,0,275,2.79,1053,275,1,Single-player,100000-200000,Winter,Very Positive
2014-01-30,0,6,0.0,5935,15924,1,Single-player,500000-1000000,Winter,Positive
2017-02-27,52,455,34.99,3047,314,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,100000-200000,Winter,Negative
2015-08-10,37,1,7.19,261,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,20000-50000,Summer,Very Positive
2014-06-13,63,421,10.99,1844,312,1,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,200000-500000,Summer,Negative
2014-09-15,50,1434,19.99,5147,969,1,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,200000-500000,Fall,Positive
2014-08-18,9,0,5.19,1185,0,1,Single-player;Steam Achievements;Steam Trading Cards,50000-100000,Summer,Very Positive
2017-06-20,37,0,10.99,262,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,20000-50000,Summer,Very Positive
2015-05-06,45,36,7.19,1004,36,1,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,200000-500000,Spring,Negative
2014-05-23,23,0,2.49,208,0,1,Single-player;Steam Achievements;Steam Leaderboards,20000-50000,Spring,Negative
2014-09-18,19,15,6.99,154,15,1,Single-player;Steam Achievements;Captions available;Steam Cloud;Commentary available,20000-50000,Fall,Very Negative
2014-04-18,79,0,14.99,413,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,50000-100000,Spring,Positive
2014-10-07,65,112,0.0,34257,4047,1,Single-player;Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;Captions available;In-App Purchases,5000000-10000000,Fall,Negative
2015-02-25,43,17,1.59,1109,17,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,100000-200000,Winter,Very Positive
2014-02-11,0,0,7.19,273,0,1,Single-player;Multi-player,20000-50000,Winter,Very Positive
2014-02-19,0,0,6.99,72,0,1,Single-player;Multi-player,0-20000,Winter,Very Positive
2014-04-15,0,0,6.99,48,0,1,Single-player;Multi-player,20000-50000,Spring,Negative
2014-05-07,0,0,6.99,153,0,1,Single-player;Multi-player;Includes level editor,20000-50000,Spring,Positive
2014-06-06,0,0,6.99,223,0,1,Single-player;Multi-player,20000-50000,Summer,Positive
2014-09-25,8,61,10.99,176,61,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Negative
2014-06-06,45,0,6.19,64,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Very Negative
2015-02-02,0,0,6.99,150,0,1,Single-player;Multi-player;Partial Controller Support,0-20000,Winter,Positive
2014-03-11,0,6,6.99,289,6,1,Single-player,20000-50000,Spring,Very Negative
2014-02-11,0,248,0.79,636,240,1,Single-player;Steam Cloud,100000-200000,Winter,Very Negative
2015-04-17,0,0,5.59,30,0,1,Single-player;Multi-player,0-20000,Spring,Very Negative
2016-03-25,27,0,14.99,96,0,1,Single-player;Steam Achievements;Partial Controller Support;Stats,20000-50000,Spring,Negative
2014-03-05,0,0,6.99,118,0,1,Single-player;Steam Cloud,20000-50000,Spring,Very Negative
2014-11-04,37,0,6.99,66,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,0-20000,Fall,Very Negative
2015-02-11,0,0,10.99,462,0,1,Single-player;Multi-player;Partial Controller Support,20000-50000,Winter,Very Positive
2014-11-18,0,0,6.99,47,0,1,Single-player;Multi-player;Steam Cloud,20000-50000,Fall,Very Negative
2014-11-26,0,0,5.59,37,0,1,Single-player;Multi-player;Steam Cloud,0-20000,Fall,Very Negative
2016-10-07,45,0,6.99,33,0,1,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Fall,Very Negative
2014-02-25,0,0,6.99,248,0,1,Single-player,20000-50000,Winter,Very Negative
2015-01-09,29,0,6.99,131,0,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Winter,Negative
2014-07-01,50,0,8.99,93,0,1,Single-player;Steam Achievements,20000-50000,Summer,Negative
2015-03-10,29,309,11.99,23771,447,1,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Leaderboards;Includes level editor,1000000-2000000,Spring,Very Positive
2015-10-15,17,459,11.99,32092,498,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,1000000-2000000,Fall,Very Positive
2015-06-30,8,441,9.99,1678,441,1,Single-player;Steam Achievements;Full controller support,100000-200000,Summer,Negative
2014-07-22,12,16,9.99,752,16,1,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,100000-200000,Summer,Positive
2015-05-14,17,339,9.99,1748,216,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,100000-200000,Spring,Very Positive
2014-07-24,35,183,6.99,2289,155,1,Single-player;Steam Achievements;Steam Trading Cards;Captions available,200000-500000,Summer,Positive
2014-05-21,10,426,6.99,2234,296,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,200000-500000,Spring,Positive
2015-09-10,30,123,6.99,1238,70,1,Single-player,100000-200000,Fall,Very Positive
2014-02-18,63,0,14.99,255,0,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,20000-50000,Winter,Very Positive
2016-06-02,63,644,14.99,1648,437,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,200000-500000,Summer,Very Positive
2017-08-17,15,417,11.99,4094,417,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,200000-500000,Summer,Very Positive
